epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,4628.68,0.46696,0.31129,0.93352,0.89768,0.86813,0.90332,0.76291,0.72253,0.46745,1.10664,0.000654798,0.000654798,0.000654798
186,4653.93,0.4654,0.30797,0.92902,0.91568,0.86701,0.91377,0.76202,0.72304,0.44149,1.10229,0.000649297,0.000649297,0.000649297
187,4679.07,0.44722,0.30804,0.93292,0.90298,0.88668,0.91757,0.77396,0.71696,0.4375,1.11006,0.000643795,0.000643795,0.000643795
188,4703.73,0.46008,0.317,0.92887,0.93228,0.86813,0.90644,0.75651,0.73574,0.47712,1.1098,0.000638294,0.000638294,0.000638294
189,4728.66,0.46343,0.30843,0.92876,0.89015,0.89249,0.9075,0.75867,0.70819,0.46287,1.09489,0.000632793,0.000632793,0.000632793
190,4753.69,0.46263,0.30181,0.93239,0.87788,0.90659,0.90038,0.7454,0.72897,0.48593,1.09582,0.000627292,0.000627292,0.000627292
191,4778.17,0.44842,0.30082,0.92545,0.92003,0.86649,0.91485,0.76661,0.69916,0.43077,1.07776,0.000621791,0.000621791,0.000621791
192,4802.74,0.46886,0.30543,0.91706,0.91392,0.88728,0.91655,0.76917,0.70492,0.43482,1.08246,0.00061629,0.00061629,0.00061629
193,4827.61,0.45442,0.31114,0.92866,0.92564,0.87145,0.92259,0.774,0.72966,0.44423,1.08785,0.000610789,0.000610789,0.000610789
194,4852.39,0.45124,0.30274,0.93587,0.94269,0.86733,0.92016,0.7754,0.74015,0.43044,1.10553,0.000605288,0.000605288,0.000605288
195,4877.41,0.46293,0.30913,0.93085,0.90947,0.8945,0.91301,0.77307,0.74319,0.46225,1.11476,0.000599787,0.000599787,0.000599787
196,4902.42,0.45926,0.30969,0.93089,0.92039,0.88668,0.90749,0.75607,0.75729,0.45244,1.12389,0.000594286,0.000594286,0.000594286
197,4927.61,0.46909,0.30995,0.92743,0.92002,0.8592,0.90097,0.75656,0.7363,0.47865,1.10417,0.000588784,0.000588784,0.000588784
198,4952.43,0.44716,0.29978,0.93265,0.90434,0.88736,0.90081,0.76115,0.73189,0.44552,1.10622,0.000583283,0.000583283,0.000583283
199,4977.41,0.46241,0.30838,0.93956,0.90536,0.89629,0.91304,0.77117,0.73198,0.43839,1.1091,0.000577782,0.000577782,0.000577782
200,5002.52,0.45966,0.30837,0.92766,0.9099,0.88442,0.91597,0.77225,0.72815,0.44185,1.09945,0.000572281,0.000572281,0.000572281
201,5027.56,0.45953,0.31737,0.92739,0.91944,0.88273,0.91074,0.76922,0.72823,0.41783,1.09916,0.00056678,0.00056678,0.00056678
202,5052.65,0.44805,0.3128,0.92833,0.90466,0.89171,0.9081,0.7653,0.73408,0.44016,1.09662,0.000561279,0.000561279,0.000561279
203,5077.37,0.44951,0.30222,0.92556,0.90848,0.87478,0.8994,0.76066,0.75009,0.48989,1.11421,0.000555778,0.000555778,0.000555778
204,5102.01,0.46346,0.31417,0.93017,0.95145,0.87721,0.91085,0.76308,0.71695,0.42947,1.10725,0.000550277,0.000550277,0.000550277
205,5126.96,0.4475,0.30118,0.91763,0.90698,0.88736,0.91848,0.76923,0.72731,0.45418,1.11461,0.000544776,0.000544776,0.000544776
206,5151.87,0.44357,0.29574,0.92182,0.88814,0.88736,0.91703,0.77461,0.72423,0.46935,1.102,0.000539275,0.000539275,0.000539275
207,5176.74,0.44085,0.30043,0.92443,0.91667,0.87643,0.90024,0.75559,0.71381,0.44116,1.10106,0.000533773,0.000533773,0.000533773
208,5201.52,0.43403,0.29459,0.92026,0.93341,0.87602,0.89589,0.76047,0.7148,0.44684,1.08533,0.000528272,0.000528272,0.000528272
209,5226.19,0.43942,0.29723,0.92407,0.92592,0.84892,0.88452,0.73882,0.73466,0.49143,1.1072,0.000522771,0.000522771,0.000522771
210,5251.38,0.418,0.2807,0.92376,0.92663,0.88376,0.90385,0.76117,0.72913,0.43743,1.08575,0.00051727,0.00051727,0.00051727
211,5276.68,0.42591,0.28366,0.91095,0.93169,0.88668,0.91115,0.76921,0.72373,0.43128,1.08687,0.000511769,0.000511769,0.000511769
212,5301.99,0.42993,0.29117,0.91132,0.92922,0.87648,0.91981,0.76298,0.73831,0.46941,1.09596,0.000506268,0.000506268,0.000506268
213,5326.98,0.41914,0.28675,0.91195,0.90512,0.87482,0.91281,0.7653,0.7431,0.5013,1.10214,0.000500767,0.000500767,0.000500767
214,5352.67,0.42521,0.2926,0.91354,0.94921,0.8489,0.91382,0.7691,0.73323,0.47311,1.10368,0.000495266,0.000495266,0.000495266
215,5378.72,0.4115,0.28605,0.91304,0.89194,0.9026,0.92104,0.78726,0.72875,0.44532,1.09632,0.000489765,0.000489765,0.000489765
216,5404.13,0.41648,0.27193,0.91521,0.91958,0.87703,0.92903,0.78356,0.71138,0.43768,1.08771,0.000484263,0.000484263,0.000484263
217,5428.67,0.41907,0.28777,0.92276,0.95128,0.86882,0.92377,0.78265,0.70541,0.41228,1.07059,0.000478762,0.000478762,0.000478762
218,5453.38,0.42437,0.2821,0.91247,0.94471,0.84959,0.91637,0.7765,0.71169,0.4242,1.07873,0.000473261,0.000473261,0.000473261
219,5478.14,0.41831,0.2822,0.91275,0.95633,0.86383,0.89785,0.75776,0.72925,0.45704,1.12201,0.00046776,0.00046776,0.00046776
220,5503.18,0.42647,0.29433,0.91694,0.92183,0.88736,0.89912,0.75351,0.7163,0.45025,1.10741,0.000462259,0.000462259,0.000462259
221,5528.3,0.40608,0.27678,0.9196,0.94602,0.87775,0.90118,0.7647,0.68273,0.46788,1.04713,0.000456758,0.000456758,0.000456758
222,5553.28,0.40397,0.28064,0.91328,0.95027,0.87775,0.90746,0.7658,0.71864,0.4603,1.08106,0.000451257,0.000451257,0.000451257
223,5578.09,0.40198,0.27843,0.91365,0.93412,0.86446,0.89714,0.75302,0.72971,0.44318,1.0912,0.000445756,0.000445756,0.000445756
224,5602.73,0.40612,0.27449,0.9084,0.9359,0.87254,0.91305,0.7709,0.72574,0.4432,1.10511,0.000440255,0.000440255,0.000440255
225,5627.89,0.41006,0.27946,0.90899,0.92689,0.87775,0.9111,0.77119,0.71884,0.45311,1.10826,0.000434754,0.000434754,0.000434754
226,5653.42,0.41216,0.28073,0.90959,0.93286,0.86813,0.89221,0.75684,0.71474,0.45726,1.09388,0.000429253,0.000429253,0.000429253
227,5679.26,0.40965,0.28331,0.91527,0.9351,0.86813,0.8994,0.76814,0.71769,0.4369,1.10469,0.000423751,0.000423751,0.000423751
228,5704.4,0.41049,0.27266,0.90516,0.91262,0.89465,0.91203,0.76517,0.73078,0.42084,1.1158,0.00041825,0.00041825,0.00041825
229,5729.82,0.41441,0.27957,0.90935,0.91473,0.88736,0.91106,0.76468,0.72811,0.4085,1.10678,0.000412749,0.000412749,0.000412749
230,5754.81,0.39805,0.27432,0.91326,0.87988,0.87833,0.89598,0.76132,0.73336,0.49206,1.10687,0.000407248,0.000407248,0.000407248
231,5779.29,0.40169,0.27199,0.918,0.89341,0.87775,0.90196,0.76404,0.7359,0.47892,1.12778,0.000401747,0.000401747,0.000401747
232,5804.2,0.40988,0.27506,0.90799,0.91234,0.87775,0.88944,0.75099,0.72983,0.47275,1.11308,0.000396246,0.000396246,0.000396246
233,5829.19,0.41321,0.28167,0.91972,0.91493,0.87717,0.90532,0.76515,0.73209,0.4752,1.0964,0.000390745,0.000390745,0.000390745
234,5853.96,0.41639,0.2749,0.90484,0.91832,0.88668,0.91769,0.77656,0.72625,0.43662,1.10254,0.000385244,0.000385244,0.000385244
235,5878.91,0.39763,0.27427,0.90584,0.92467,0.85927,0.91015,0.7715,0.73418,0.45423,1.11424,0.000379743,0.000379743,0.000379743
236,5903.88,0.39024,0.26905,0.90658,0.92752,0.85849,0.90496,0.75977,0.7333,0.46215,1.11411,0.000374242,0.000374242,0.000374242
237,5928.87,0.40498,0.2798,0.91071,0.91646,0.86882,0.90784,0.76201,0.72217,0.45095,1.11525,0.00036874,0.00036874,0.00036874
238,5953.66,0.38217,0.26284,0.90739,0.93174,0.84959,0.90871,0.76274,0.75795,0.45695,1.14151,0.000363239,0.000363239,0.000363239
239,5978.84,0.39407,0.26772,0.9027,0.94352,0.84651,0.90974,0.75701,0.76534,0.48148,1.14035,0.000357738,0.000357738,0.000357738
240,6004.11,0.38831,0.26673,0.90145,0.93338,0.83997,0.90969,0.75189,0.7327,0.45983,1.12696,0.000352237,0.000352237,0.000352237
241,6029.23,0.39121,0.2613,0.90513,0.92769,0.84959,0.90351,0.76031,0.7253,0.45,1.12277,0.000346736,0.000346736,0.000346736
242,6054.28,0.40581,0.26836,0.90863,0.93902,0.83104,0.89601,0.75315,0.73142,0.48004,1.11225,0.000341235,0.000341235,0.000341235
243,6079.3,0.39865,0.2696,0.89849,0.95262,0.83821,0.90837,0.77506,0.72778,0.45009,1.10115,0.000335734,0.000335734,0.000335734
244,6104.4,0.39135,0.265,0.90346,0.95262,0.8188,0.90255,0.76481,0.72941,0.4773,1.10322,0.000330233,0.000330233,0.000330233
245,6129.35,0.38844,0.26337,0.90843,0.95083,0.82117,0.89756,0.76298,0.7363,0.48806,1.10977,0.000324732,0.000324732,0.000324732
246,6154.3,0.37821,0.26248,0.90576,0.95047,0.84823,0.90339,0.75748,0.74441,0.46703,1.11535,0.000319231,0.000319231,0.000319231
247,6179.15,0.38296,0.25702,0.89926,0.94278,0.8567,0.89905,0.76293,0.73513,0.46508,1.11106,0.000313729,0.000313729,0.000313729
248,6203.7,0.37126,0.25302,0.90357,0.93696,0.86493,0.90557,0.76779,0.74713,0.44652,1.13134,0.000308228,0.000308228,0.000308228
249,6228.34,0.38305,0.26375,0.90852,0.95035,0.87843,0.93334,0.77873,0.74558,0.44882,1.12593,0.000302727,0.000302727,0.000302727
250,6252.66,0.37133,0.25177,0.89765,0.92396,0.87682,0.9077,0.7675,0.74127,0.46076,1.12787,0.000297226,0.000297226,0.000297226
251,6277.26,0.37234,0.252,0.90209,0.92803,0.86882,0.90492,0.77191,0.72593,0.44714,1.10256,0.000291725,0.000291725,0.000291725
252,6302.29,0.3828,0.2588,0.9025,0.92555,0.86882,0.91007,0.7722,0.72316,0.43761,1.09718,0.000286224,0.000286224,0.000286224
253,6327.09,0.36323,0.24778,0.90166,0.92274,0.86882,0.91849,0.77899,0.73455,0.44443,1.11107,0.000280723,0.000280723,0.000280723
254,6352.1,0.37287,0.25378,0.90335,0.93298,0.86882,0.91875,0.78354,0.72614,0.43199,1.1029,0.000275222,0.000275222,0.000275222
255,6376.87,0.36543,0.25514,0.88877,0.94666,0.85251,0.92099,0.77967,0.72976,0.44212,1.105,0.000269721,0.000269721,0.000269721
256,6401.83,0.36243,0.2465,0.88702,0.95061,0.857,0.91793,0.77523,0.72831,0.41154,1.12453,0.00026422,0.00026422,0.00026422
257,6427.28,0.36932,0.24912,0.89734,0.94253,0.87775,0.91569,0.77799,0.73196,0.42821,1.12218,0.000258718,0.000258718,0.000258718
258,6452.6,0.36148,0.24642,0.89396,0.93333,0.85989,0.91479,0.76819,0.74134,0.44365,1.12721,0.000253217,0.000253217,0.000253217
259,6477.64,0.36183,0.24866,0.90363,0.93138,0.8592,0.90635,0.76559,0.74516,0.44968,1.12207,0.000247716,0.000247716,0.000247716
260,6502.68,0.37488,0.25365,0.8998,0.9246,0.85975,0.90878,0.76323,0.73554,0.45567,1.11522,0.000242215,0.000242215,0.000242215
261,6527.4,0.37289,0.25228,0.89914,0.94225,0.86784,0.91852,0.77662,0.73517,0.43873,1.10818,0.000236714,0.000236714,0.000236714
262,6551.95,0.36954,0.25028,0.89783,0.93506,0.86882,0.91813,0.76965,0.73314,0.42561,1.10399,0.000231213,0.000231213,0.000231213
263,6576.44,0.3684,0.25312,0.90091,0.92381,0.87018,0.91246,0.77281,0.73372,0.44449,1.098,0.000225712,0.000225712,0.000225712
264,6601.6,0.3683,0.24806,0.89648,0.93392,0.8735,0.92635,0.79321,0.71834,0.41688,1.09317,0.000220211,0.000220211,0.000220211
265,6626.78,0.3515,0.24055,0.89649,0.92062,0.87543,0.9167,0.78367,0.71061,0.40254,1.09576,0.00021471,0.00021471,0.00021471
266,6651.72,0.35298,0.24181,0.89388,0.93332,0.84294,0.91145,0.76782,0.7275,0.45928,1.1045,0.000209209,0.000209209,0.000209209
267,6676.76,0.34539,0.23613,0.89264,0.94285,0.85237,0.90803,0.76549,0.73085,0.47904,1.10662,0.000203707,0.000203707,0.000203707
268,6701.44,0.35997,0.24523,0.89444,0.94546,0.84292,0.90782,0.76478,0.75059,0.48459,1.11997,0.000198206,0.000198206,0.000198206
269,6726.52,0.35626,0.24522,0.89722,0.94561,0.8547,0.91463,0.77816,0.74759,0.46038,1.11675,0.000192705,0.000192705,0.000192705
270,6751.31,0.35708,0.24397,0.89493,0.93484,0.8592,0.92232,0.78267,0.7393,0.44451,1.1066,0.000187204,0.000187204,0.000187204
271,6775.99,0.34681,0.24223,0.89361,0.94683,0.85851,0.91788,0.77448,0.74178,0.45326,1.11487,0.000181703,0.000181703,0.000181703
272,6801.32,0.34419,0.23793,0.88795,0.92786,0.86643,0.91122,0.75949,0.73904,0.46449,1.11446,0.000176202,0.000176202,0.000176202
273,6826.39,0.34392,0.2478,0.89305,0.93452,0.85381,0.92097,0.77101,0.7391,0.45459,1.11232,0.000170701,0.000170701,0.000170701
274,6851.1,0.35044,0.2397,0.89346,0.91332,0.88414,0.92784,0.7838,0.73584,0.42217,1.10817,0.0001652,0.0001652,0.0001652
275,6876.1,0.34924,0.23916,0.89393,0.92821,0.87281,0.92216,0.76954,0.73255,0.45494,1.10781,0.000159699,0.000159699,0.000159699
276,6900.85,0.35269,0.24609,0.89174,0.92415,0.86869,0.91681,0.76631,0.73084,0.4625,1.1079,0.000154198,0.000154198,0.000154198
277,6925.47,0.3404,0.23812,0.88141,0.9345,0.8592,0.91621,0.76855,0.73238,0.4728,1.10616,0.000148696,0.000148696,0.000148696
278,6950.55,0.3383,0.23896,0.88599,0.95449,0.84935,0.91084,0.76132,0.73888,0.47099,1.1112,0.000143195,0.000143195,0.000143195
279,6975.4,0.34081,0.24548,0.88491,0.9477,0.83997,0.91039,0.75771,0.7496,0.48802,1.12392,0.000137694,0.000137694,0.000137694
280,7000.19,0.34221,0.23681,0.89368,0.92474,0.86882,0.90352,0.75205,0.75646,0.50092,1.12821,0.000132193,0.000132193,0.000132193
281,7024.71,0.34145,0.23317,0.89444,0.92425,0.86882,0.90229,0.75465,0.75399,0.49958,1.1214,0.000126692,0.000126692,0.000126692
282,7049.56,0.34,0.2318,0.89654,0.93544,0.8683,0.89924,0.75743,0.73872,0.47953,1.11063,0.000121191,0.000121191,0.000121191
283,7074.65,0.3389,0.24043,0.89918,0.93597,0.8683,0.90434,0.75432,0.74032,0.48746,1.11469,0.00011569,0.00011569,0.00011569
284,7099.57,0.33256,0.23658,0.89863,0.92771,0.87233,0.89984,0.74499,0.74532,0.48188,1.11888,0.000110189,0.000110189,0.000110189
285,7124.36,0.32815,0.22651,0.88271,0.92923,0.87255,0.89985,0.74871,0.73674,0.48226,1.11755,0.000104688,0.000104688,0.000104688
286,7149.9,0.33669,0.23035,0.89248,0.92,0.86502,0.9049,0.75959,0.73346,0.48537,1.11828,9.91865e-05,9.91865e-05,9.91865e-05
287,7175.35,0.32605,0.22826,0.88706,0.94494,0.85526,0.90278,0.75805,0.72902,0.4739,1.11675,9.36854e-05,9.36854e-05,9.36854e-05
288,7200.53,0.34711,0.23802,0.89649,0.93206,0.85336,0.9013,0.75505,0.72508,0.46972,1.11436,8.81843e-05,8.81843e-05,8.81843e-05
289,7225.71,0.33693,0.23879,0.88821,0.94296,0.85506,0.90089,0.75712,0.72494,0.4648,1.11535,8.26832e-05,8.26832e-05,8.26832e-05
290,7250.51,0.35108,0.24476,0.88707,0.9468,0.85468,0.90145,0.75856,0.72452,0.46678,1.11419,7.71821e-05,7.71821e-05,7.71821e-05
291,7274.53,0.29277,0.18593,0.83568,0.94296,0.86203,0.89324,0.74392,0.71621,0.46755,1.09406,7.1681e-05,7.1681e-05,7.1681e-05
292,7298.28,0.28228,0.181,0.82334,0.9411,0.8592,0.89979,0.74715,0.70978,0.46122,1.07912,6.61799e-05,6.61799e-05,6.61799e-05
293,7322.09,0.27256,0.17071,0.82929,0.93339,0.86228,0.90322,0.75103,0.70809,0.46228,1.07679,6.06788e-05,6.06788e-05,6.06788e-05
294,7345.57,0.27511,0.17552,0.82867,0.93407,0.86372,0.90123,0.75495,0.70563,0.45952,1.08333,5.51777e-05,5.51777e-05,5.51777e-05
295,7369.51,0.26629,0.17399,0.83006,0.9361,0.85412,0.89895,0.75449,0.71621,0.46014,1.10276,4.96766e-05,4.96766e-05,4.96766e-05
296,7393.68,0.27183,0.17294,0.83342,0.9351,0.8537,0.90779,0.7573,0.70786,0.45481,1.09602,4.41755e-05,4.41755e-05,4.41755e-05
297,7417.25,0.26152,0.16861,0.82821,0.92162,0.86491,0.90712,0.75829,0.70701,0.45031,1.09783,3.86744e-05,3.86744e-05,3.86744e-05
298,7440.98,0.26239,0.17334,0.83468,0.9181,0.87465,0.90818,0.76411,0.7024,0.45754,1.0907,3.31733e-05,3.31733e-05,3.31733e-05
299,7464.37,0.26529,0.16737,0.82234,0.91626,0.87479,0.90262,0.75877,0.70404,0.46068,1.09132,2.76722e-05,2.76722e-05,2.76722e-05
300,7488.45,0.25492,0.16252,0.82232,0.91472,0.87459,0.90514,0.7565,0.69982,0.46069,1.08302,2.21711e-05,2.21711e-05,2.21711e-05
