epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,481.823,0.88292,0.7997,1.13151,0.82639,0.81181,0.85371,0.68152,0.83971,0.69288,1.1595,0.00156798,0.00156798,0.00156798
20,506.147,0.85203,0.79767,1.1223,0.79407,0.78434,0.84777,0.67898,0.82769,0.77512,1.11616,0.00156248,0.00156248,0.00156248
21,531.056,0.84148,0.77508,1.1058,0.81698,0.79707,0.85111,0.677,0.82045,0.72793,1.17448,0.00155698,0.00155698,0.00155698
22,555.811,0.84326,0.76178,1.12219,0.89199,0.79258,0.87857,0.69071,0.81536,0.66394,1.14992,0.00155148,0.00155148,0.00155148
23,580.457,0.84851,0.76282,1.12539,0.8038,0.8022,0.85733,0.67852,0.84723,0.70642,1.16938,0.00154598,0.00154598,0.00154598
24,605.064,0.83967,0.75785,1.12029,0.74369,0.79052,0.80922,0.64624,0.80424,0.95771,1.10476,0.00154047,0.00154047,0.00154047
25,629.995,0.81365,0.73075,1.09615,0.89523,0.82856,0.88806,0.71325,0.81774,0.68049,1.13688,0.00153497,0.00153497,0.00153497
26,655.26,0.82464,0.71944,1.11258,0.89052,0.80082,0.87894,0.70314,0.78832,0.61271,1.13012,0.00152947,0.00152947,0.00152947
27,684.187,0.79863,0.72346,1.08954,0.88438,0.8238,0.8882,0.71558,0.75558,0.62022,1.08253,0.00152397,0.00152397,0.00152397
28,709.184,0.83536,0.72384,1.11652,0.9135,0.81044,0.86813,0.70199,0.78615,0.63374,1.13642,0.00151847,0.00151847,0.00151847
29,734.166,0.81968,0.68067,1.08369,0.88542,0.73742,0.85289,0.68517,0.75999,0.6872,1.10523,0.00151297,0.00151297,0.00151297
30,758.774,0.78798,0.66443,1.08481,0.9023,0.81321,0.89311,0.69572,0.86914,0.65534,1.18318,0.00150747,0.00150747,0.00150747
31,783.54,0.78744,0.66712,1.10695,0.80693,0.77644,0.84837,0.65812,0.86552,0.7104,1.15001,0.00150197,0.00150197,0.00150197
32,808.435,0.77233,0.66944,1.08708,0.90548,0.79485,0.87625,0.7121,0.75357,0.62607,1.09848,0.00149647,0.00149647,0.00149647
33,833.243,0.78433,0.69431,1.09357,0.87605,0.82314,0.87058,0.70459,0.8337,0.59366,1.16858,0.00149096,0.00149096,0.00149096
34,858.301,0.7972,0.64777,1.07487,0.89377,0.81113,0.86331,0.69706,0.83527,0.62981,1.17034,0.00148546,0.00148546,0.00148546
35,883.528,0.78374,0.66261,1.08043,0.83743,0.83929,0.87679,0.70783,0.77615,0.58571,1.13467,0.00147996,0.00147996,0.00147996
36,908.307,0.78479,0.6324,1.07652,0.88721,0.83199,0.89436,0.71915,0.78429,0.63364,1.10504,0.00147446,0.00147446,0.00147446
37,933.272,0.74111,0.60735,1.06,0.88036,0.83469,0.87853,0.72108,0.76389,0.58293,1.11038,0.00146896,0.00146896,0.00146896
38,958.25,0.78012,0.65181,1.07915,0.86949,0.81113,0.9035,0.73578,0.72603,0.55967,1.04804,0.00146346,0.00146346,0.00146346
39,983.512,0.77477,0.62107,1.08413,0.92054,0.85803,0.91675,0.73801,0.79876,0.51955,1.14606,0.00145796,0.00145796,0.00145796
40,1009,0.77208,0.62256,1.06751,0.84484,0.82231,0.91147,0.74075,0.74423,0.57075,1.067,0.00145246,0.00145246,0.00145246
41,1034.18,0.77382,0.60562,1.07519,0.91639,0.84821,0.89445,0.74583,0.7654,0.52771,1.0945,0.00144696,0.00144696,0.00144696
42,1059.16,0.75172,0.60643,1.05539,0.88665,0.83548,0.89467,0.73431,0.81611,0.55446,1.14117,0.00144145,0.00144145,0.00144145
43,1084.41,0.74363,0.6111,1.05939,0.85275,0.87204,0.90947,0.74126,0.74675,0.54111,1.06592,0.00143595,0.00143595,0.00143595
44,1109.02,0.75208,0.58947,1.06413,0.84945,0.78118,0.8945,0.70311,0.77673,0.64603,1.08396,0.00143045,0.00143045,0.00143045
45,1133.96,0.74287,0.58828,1.04962,0.90699,0.84821,0.90216,0.73182,0.77886,0.58761,1.10096,0.00142495,0.00142495,0.00142495
46,1158.9,0.75113,0.61042,1.06285,0.73997,0.83266,0.87066,0.69043,0.81873,0.66836,1.11373,0.00141945,0.00141945,0.00141945
47,1183.87,0.75724,0.6345,1.06741,0.91012,0.82005,0.88724,0.71942,0.79195,0.63257,1.11819,0.00141395,0.00141395,0.00141395
48,1208.23,0.74154,0.60226,1.06685,0.90884,0.82042,0.8963,0.73972,0.75884,0.56459,1.09398,0.00140845,0.00140845,0.00140845
49,1233.4,0.73527,0.57432,1.05693,0.89541,0.8489,0.92546,0.76116,0.71332,0.51659,1.04627,0.00140295,0.00140295,0.00140295
50,1258.03,0.72933,0.57414,1.05185,0.96185,0.83634,0.92128,0.7716,0.70889,0.53372,1.04436,0.00139745,0.00139745,0.00139745
51,1283.22,0.73911,0.54584,1.05266,0.94857,0.80889,0.92148,0.75935,0.71738,0.52613,1.0655,0.00139195,0.00139195,0.00139195
52,1308.12,0.74477,0.56015,1.06211,0.93963,0.81044,0.91522,0.76018,0.7319,0.48774,1.09244,0.00138644,0.00138644,0.00138644
53,1332.89,0.71768,0.56551,1.0507,0.85828,0.83474,0.89736,0.71395,0.77467,0.57177,1.12484,0.00138094,0.00138094,0.00138094
54,1357.64,0.71635,0.544,1.04746,0.91526,0.8278,0.91651,0.74869,0.76032,0.53924,1.08885,0.00137544,0.00137544,0.00137544
55,1382.81,0.71218,0.54739,1.03989,0.84113,0.7915,0.88936,0.72947,0.75784,0.56238,1.11014,0.00136994,0.00136994,0.00136994
56,1408,0.72683,0.55066,1.0444,0.84096,0.86171,0.90506,0.73633,0.76515,0.57305,1.12133,0.00136444,0.00136444,0.00136444
57,1433.16,0.69549,0.54178,1.04115,0.8812,0.79258,0.87316,0.72452,0.78567,0.60385,1.14555,0.00135894,0.00135894,0.00135894
58,1457.91,0.7124,0.53473,1.03921,0.8351,0.84959,0.88173,0.7391,0.72322,0.56525,1.06633,0.00135344,0.00135344,0.00135344
59,1482.81,0.71545,0.54197,1.04149,0.88088,0.8489,0.88769,0.72174,0.78003,0.58045,1.12661,0.00134794,0.00134794,0.00134794
60,1507.65,0.70353,0.5251,1.04516,0.8769,0.80082,0.87792,0.72122,0.76275,0.54868,1.1158,0.00134244,0.00134244,0.00134244
61,1532.5,0.71372,0.53549,1.03551,0.8148,0.8829,0.90022,0.73766,0.70781,0.54028,1.05007,0.00133693,0.00133693,0.00133693
62,1557.1,0.71693,0.54394,1.03801,0.88592,0.82908,0.89626,0.73988,0.76029,0.5595,1.09969,0.00133143,0.00133143,0.00133143
63,1582.1,0.72172,0.53389,1.04049,0.89185,0.85852,0.90391,0.73686,0.71421,0.53711,1.0783,0.00132593,0.00132593,0.00132593
64,1607.17,0.70725,0.52512,1.04055,0.87751,0.8512,0.90259,0.73526,0.75811,0.57232,1.09485,0.00132043,0.00132043,0.00132043
65,1631.82,0.72371,0.5583,1.0508,0.93772,0.79032,0.89777,0.74072,0.7401,0.53044,1.0656,0.00131493,0.00131493,0.00131493
66,1656.72,0.69178,0.52303,1.03412,0.96539,0.81044,0.9142,0.73307,0.79168,0.49682,1.10258,0.00130943,0.00130943,0.00130943
67,1681.83,0.72917,0.52832,1.03943,0.91019,0.84286,0.89104,0.73402,0.76337,0.50986,1.10966,0.00130393,0.00130393,0.00130393
68,1706.89,0.695,0.50627,1.03148,0.91564,0.81602,0.91224,0.75348,0.72972,0.51764,1.06943,0.00129843,0.00129843,0.00129843
69,1732.15,0.68864,0.5049,1.01995,0.89501,0.87337,0.89443,0.74553,0.77855,0.51892,1.12799,0.00129293,0.00129293,0.00129293
70,1756.97,0.66138,0.50397,1.01623,0.86958,0.86745,0.90126,0.74457,0.72996,0.53565,1.06693,0.00128742,0.00128742,0.00128742
71,1782.11,0.70827,0.53207,1.03677,0.87917,0.82005,0.86674,0.73088,0.73015,0.59933,1.06993,0.00128192,0.00128192,0.00128192
72,1806.59,0.68128,0.49167,1.02398,0.9048,0.85852,0.91277,0.76198,0.70687,0.49081,1.04324,0.00127642,0.00127642,0.00127642
73,1831.28,0.68557,0.48407,1.03143,0.88905,0.87843,0.90326,0.75649,0.73405,0.50237,1.06122,0.00127092,0.00127092,0.00127092
74,1855.94,0.65554,0.4985,1.02361,0.89901,0.80274,0.89912,0.742,0.737,0.5524,1.09614,0.00126542,0.00126542,0.00126542
75,1880.09,0.6688,0.49121,1.02023,0.92374,0.8592,0.93195,0.76447,0.74039,0.49317,1.08301,0.00125992,0.00125992,0.00125992
76,1904.92,0.66569,0.4764,1.0018,0.92565,0.82424,0.91086,0.75544,0.71048,0.50461,1.05336,0.00125442,0.00125442,0.00125442
77,1929.88,0.66493,0.47054,1.01686,0.95123,0.82074,0.89488,0.74192,0.73191,0.58402,1.06993,0.00124892,0.00124892,0.00124892
78,1954.92,0.66352,0.47801,1.01763,0.94603,0.83036,0.90614,0.74921,0.76704,0.51029,1.07963,0.00124342,0.00124342,0.00124342
79,1979.61,0.65351,0.46631,1.0114,0.90304,0.85306,0.89204,0.73721,0.75528,0.52331,1.09128,0.00123791,0.00123791,0.00123791
80,2004.37,0.67707,0.50538,1.01331,0.91548,0.76168,0.87033,0.70585,0.74723,0.68174,1.05643,0.00123241,0.00123241,0.00123241
81,2029.19,0.68227,0.50436,1.02451,0.89769,0.86745,0.89908,0.74428,0.74825,0.48226,1.11819,0.00122691,0.00122691,0.00122691
82,2054.04,0.65148,0.47148,1.00853,0.96009,0.8388,0.91245,0.74589,0.72283,0.47502,1.08569,0.00122141,0.00122141,0.00122141
83,2079.13,0.6419,0.44685,1.0092,0.91235,0.87706,0.91371,0.75704,0.7212,0.46917,1.07602,0.00121591,0.00121591,0.00121591
84,2104.3,0.68108,0.4684,1.01714,0.91279,0.86882,0.88099,0.73537,0.70979,0.53387,1.06164,0.00121041,0.00121041,0.00121041
85,2129.44,0.65418,0.46276,1.01195,0.89762,0.86796,0.90809,0.75071,0.73412,0.49574,1.0696,0.00120491,0.00120491,0.00120491
86,2154.37,0.64354,0.46275,1.01164,0.88466,0.88805,0.91099,0.74882,0.74191,0.5265,1.08852,0.00119941,0.00119941,0.00119941
87,2179.26,0.65874,0.44434,1.01018,0.93373,0.87265,0.91155,0.76619,0.74227,0.4858,1.07061,0.00119391,0.00119391,0.00119391
88,2203.91,0.63953,0.43874,1.00889,0.90267,0.88736,0.89969,0.74881,0.75946,0.48934,1.10065,0.0011884,0.0011884,0.0011884
89,2228.87,0.63686,0.43789,1.00486,0.89751,0.86813,0.90899,0.75222,0.75625,0.46281,1.13255,0.0011829,0.0011829,0.0011829
90,2253.27,0.66415,0.44775,1.00319,0.91492,0.8463,0.88969,0.74304,0.73836,0.51831,1.08044,0.0011774,0.0011774,0.0011774
91,2278.09,0.6387,0.44077,0.99766,0.87631,0.86216,0.89428,0.74877,0.72068,0.52483,1.05467,0.0011719,0.0011719,0.0011719
92,2303.02,0.63076,0.44232,1.00135,0.89086,0.86813,0.91764,0.74769,0.74664,0.52157,1.10576,0.0011664,0.0011664,0.0011664
93,2328.26,0.624,0.43494,1.00321,0.88932,0.86625,0.9028,0.75158,0.75405,0.50535,1.10942,0.0011609,0.0011609,0.0011609
94,2352.97,0.63437,0.43077,0.99546,0.93679,0.83929,0.90836,0.75472,0.75316,0.4647,1.1273,0.0011554,0.0011554,0.0011554
95,2377.73,0.62941,0.4448,1.00923,0.95802,0.853,0.91434,0.76258,0.7211,0.46642,1.07618,0.0011499,0.0011499,0.0011499
96,2402.86,0.6452,0.45372,1.0042,0.91734,0.85714,0.90891,0.75708,0.71914,0.47073,1.07048,0.0011444,0.0011444,0.0011444
97,2428.09,0.63394,0.43796,0.99946,0.88876,0.84356,0.89389,0.76289,0.71044,0.50946,1.05432,0.00113889,0.00113889,0.00113889
98,2453.34,0.61101,0.42483,0.98824,0.92924,0.81755,0.90534,0.75712,0.72482,0.5083,1.07697,0.00113339,0.00113339,0.00113339
99,2478.62,0.64205,0.4159,1.00238,0.90441,0.8713,0.90921,0.76296,0.75491,0.49264,1.10147,0.00112789,0.00112789,0.00112789
100,2503.63,0.63264,0.425,0.99472,0.89387,0.87706,0.89215,0.74838,0.7595,0.51558,1.10116,0.00112239,0.00112239,0.00112239
101,2528.6,0.62067,0.41925,0.99234,0.9014,0.9018,0.90473,0.75663,0.71768,0.48493,1.0841,0.00111689,0.00111689,0.00111689
102,2553.36,0.62387,0.4295,0.99286,0.90489,0.89722,0.90602,0.75707,0.72901,0.473,1.09895,0.00111139,0.00111139,0.00111139
103,2578.2,0.63153,0.42833,1.004,0.95615,0.80151,0.89703,0.75013,0.72409,0.48636,1.08921,0.00110589,0.00110589,0.00110589
104,2603.09,0.63,0.43586,0.98953,0.93038,0.83036,0.89681,0.75969,0.71921,0.49107,1.06691,0.00110039,0.00110039,0.00110039
105,2627.77,0.62618,0.41727,0.97896,0.92363,0.85751,0.90544,0.75191,0.75965,0.49452,1.09479,0.00109489,0.00109489,0.00109489
106,2652.29,0.62722,0.43627,0.99356,0.83605,0.86023,0.88546,0.74607,0.74829,0.5821,1.11766,0.00108938,0.00108938,0.00108938
107,2677.47,0.6268,0.41421,0.99408,0.90453,0.82005,0.90859,0.75741,0.75491,0.55192,1.1206,0.00108388,0.00108388,0.00108388
108,2702.42,0.61941,0.41922,1.00012,0.92968,0.88315,0.93097,0.75561,0.74657,0.53041,1.08432,0.00107838,0.00107838,0.00107838
109,2727.32,0.60843,0.42383,0.99442,0.92527,0.83539,0.91932,0.76973,0.71842,0.49243,1.0645,0.00107288,0.00107288,0.00107288
110,2752.34,0.61176,0.42112,0.9874,0.94636,0.83036,0.9163,0.77109,0.72955,0.48674,1.06231,0.00106738,0.00106738,0.00106738
111,2777.43,0.5774,0.40702,0.97967,0.9303,0.86813,0.91498,0.7693,0.73372,0.45264,1.06395,0.00106188,0.00106188,0.00106188
112,2802.51,0.60659,0.40648,0.98699,0.95393,0.81273,0.91057,0.75863,0.75169,0.46653,1.08496,0.00105638,0.00105638,0.00105638
113,2827.89,0.60256,0.3981,0.98666,0.93373,0.84821,0.91004,0.75126,0.74515,0.49437,1.06778,0.00105088,0.00105088,0.00105088
114,2853.04,0.59926,0.41474,0.97769,0.93639,0.82255,0.90924,0.77142,0.71347,0.47769,1.05979,0.00104538,0.00104538,0.00104538
115,2878.25,0.61298,0.4145,0.98581,0.85132,0.86392,0.90046,0.762,0.71392,0.49792,1.06838,0.00103987,0.00103987,0.00103987
116,2903.22,0.57113,0.39455,0.97527,0.90973,0.86048,0.90861,0.75797,0.71128,0.47506,1.0704,0.00103437,0.00103437,0.00103437
117,2928.13,0.57524,0.38441,0.9776,0.87994,0.88401,0.92073,0.7575,0.76066,0.44545,1.114,0.00102887,0.00102887,0.00102887
118,2953.38,0.59561,0.41742,0.98997,0.89077,0.86294,0.91139,0.75833,0.78507,0.45399,1.14791,0.00102337,0.00102337,0.00102337
119,2978.21,0.59024,0.39593,0.98982,0.91731,0.87775,0.91994,0.76059,0.72899,0.4828,1.07823,0.00101787,0.00101787,0.00101787
120,3003.38,0.5784,0.3962,0.97908,0.94634,0.81496,0.90132,0.75131,0.71922,0.50204,1.06515,0.00101237,0.00101237,0.00101237
121,3028.59,0.59913,0.40943,0.98002,0.9219,0.86156,0.91659,0.76161,0.7263,0.45865,1.06406,0.00100687,0.00100687,0.00100687
122,3053.75,0.58153,0.3945,0.98277,0.93136,0.84802,0.91651,0.76118,0.73332,0.47354,1.06891,0.00100137,0.00100137,0.00100137
123,3078.36,0.56773,0.40661,0.97678,0.90515,0.8592,0.89951,0.75622,0.73668,0.49699,1.06911,0.000995866,0.000995866,0.000995866
124,3103.41,0.5844,0.39892,0.97327,0.94552,0.85902,0.91228,0.75931,0.74354,0.46994,1.08187,0.000990365,0.000990365,0.000990365
125,3128.17,0.5808,0.39097,0.96606,0.94679,0.87706,0.91693,0.76265,0.74471,0.4552,1.09618,0.000984864,0.000984864,0.000984864
126,3152.77,0.55651,0.38763,0.96434,0.93242,0.87706,0.91584,0.7752,0.69813,0.4677,1.04573,0.000979362,0.000979362,0.000979362
127,3178.13,0.55897,0.38823,0.97332,0.94407,0.86882,0.91816,0.758,0.72918,0.50252,1.05604,0.000973861,0.000973861,0.000973861
128,3203.47,0.5746,0.38903,0.9783,0.92114,0.89482,0.90806,0.75777,0.71831,0.47001,1.07932,0.00096836,0.00096836,0.00096836
129,3228.9,0.57632,0.38536,0.97904,0.93606,0.82726,0.89204,0.74062,0.7436,0.4971,1.08269,0.000962859,0.000962859,0.000962859
130,3253.75,0.5419,0.37413,0.9634,0.9244,0.8577,0.90988,0.75798,0.73831,0.47971,1.08721,0.000957358,0.000957358,0.000957358
131,3278.42,0.55629,0.4004,0.97171,0.89334,0.83055,0.88666,0.74492,0.76679,0.57941,1.10207,0.000951857,0.000951857,0.000951857
132,3302.92,0.57301,0.39006,0.98171,0.92799,0.84959,0.89749,0.75082,0.7635,0.5001,1.10748,0.000946356,0.000946356,0.000946356
133,3327.58,0.57157,0.37975,0.9697,0.87662,0.8697,0.88067,0.72882,0.75772,0.52038,1.12418,0.000940855,0.000940855,0.000940855
134,3352.39,0.57006,0.39647,0.98415,0.90908,0.88202,0.91052,0.76621,0.74221,0.48074,1.08141,0.000935354,0.000935354,0.000935354
135,3377.39,0.55913,0.3859,0.97581,0.91069,0.87671,0.89268,0.75088,0.77711,0.51879,1.12537,0.000929853,0.000929853,0.000929853
136,3402.2,0.56279,0.37043,0.96062,0.91268,0.88668,0.89738,0.76167,0.73363,0.47724,1.09001,0.000924352,0.000924352,0.000924352
137,3426.96,0.53354,0.35137,0.95821,0.92066,0.88668,0.90538,0.7566,0.72722,0.43994,1.08683,0.00091885,0.00091885,0.00091885
138,3451.76,0.53531,0.35898,0.96356,0.92693,0.86733,0.9098,0.75169,0.71216,0.44801,1.08502,0.000913349,0.000913349,0.000913349
139,3476.67,0.53656,0.35591,0.95925,0.93093,0.8838,0.91641,0.76228,0.72595,0.44334,1.08114,0.000907848,0.000907848,0.000907848
140,3501.63,0.55552,0.37653,0.96778,0.93102,0.87706,0.92935,0.78388,0.68583,0.43296,1.05591,0.000902347,0.000902347,0.000902347
141,3526.64,0.54932,0.37212,0.96372,0.93389,0.87593,0.91446,0.76853,0.71974,0.44707,1.07509,0.000896846,0.000896846,0.000896846
142,3551.65,0.53825,0.36054,0.96265,0.92558,0.89339,0.90786,0.75165,0.74687,0.47415,1.10117,0.000891345,0.000891345,0.000891345
143,3576.58,0.551,0.3653,0.96199,0.92483,0.83735,0.90241,0.75545,0.75228,0.45933,1.12375,0.000885844,0.000885844,0.000885844
144,3601.8,0.53964,0.35839,0.9553,0.91356,0.86667,0.91209,0.75458,0.73407,0.48554,1.08697,0.000880343,0.000880343,0.000880343
145,3626.51,0.53474,0.35624,0.95404,0.93237,0.83008,0.89717,0.74485,0.73572,0.50042,1.11892,0.000874842,0.000874842,0.000874842
146,3651.73,0.53523,0.36317,0.95259,0.91293,0.83997,0.88744,0.73957,0.74444,0.49464,1.11866,0.00086934,0.00086934,0.00086934
147,3676.72,0.53537,0.36043,0.95688,0.93525,0.83085,0.90442,0.75185,0.75005,0.46724,1.115,0.000863839,0.000863839,0.000863839
148,3701.46,0.54223,0.35919,0.9549,0.95116,0.85852,0.91025,0.75709,0.73593,0.46197,1.09762,0.000858338,0.000858338,0.000858338
149,3726.07,0.52144,0.35437,0.96122,0.93485,0.88803,0.91476,0.75123,0.73725,0.46293,1.09882,0.000852837,0.000852837,0.000852837
150,3751.29,0.5161,0.35337,0.95033,0.94355,0.87118,0.90713,0.76212,0.74724,0.42779,1.11381,0.000847336,0.000847336,0.000847336
151,3776.51,0.52546,0.34794,0.95917,0.90271,0.87934,0.91872,0.754,0.71494,0.43852,1.06646,0.000841835,0.000841835,0.000841835
152,3801.69,0.52489,0.3603,0.94958,0.92777,0.87767,0.9125,0.75417,0.77123,0.43172,1.12101,0.000836334,0.000836334,0.000836334
153,3826.68,0.53065,0.34814,0.95407,0.88583,0.87843,0.92125,0.76095,0.74484,0.47327,1.10919,0.000830833,0.000830833,0.000830833
154,3851.18,0.52947,0.36202,0.95133,0.93435,0.82065,0.90855,0.75372,0.74248,0.47864,1.10582,0.000825332,0.000825332,0.000825332
155,3875.92,0.52255,0.36191,0.95429,0.92958,0.84599,0.92136,0.7657,0.7418,0.43043,1.10351,0.000819831,0.000819831,0.000819831
156,3900.98,0.5153,0.35035,0.95389,0.91878,0.87677,0.93974,0.77241,0.73517,0.45448,1.11479,0.000814329,0.000814329,0.000814329
157,3926.38,0.52761,0.35222,0.95778,0.91425,0.84066,0.90764,0.75097,0.75112,0.49856,1.12,0.000808828,0.000808828,0.000808828
158,3951.76,0.50647,0.34444,0.94816,0.88158,0.85989,0.90465,0.74424,0.76328,0.51183,1.12096,0.000803327,0.000803327,0.000803327
159,3976.69,0.53838,0.35613,0.95762,0.88818,0.85989,0.91415,0.76921,0.71898,0.49378,1.06269,0.000797826,0.000797826,0.000797826
160,4001.18,0.52324,0.34634,0.9362,0.95486,0.8489,0.91325,0.7536,0.75048,0.44829,1.12082,0.000792325,0.000792325,0.000792325
161,4026.02,0.52951,0.34622,0.95476,0.95192,0.83083,0.90637,0.76929,0.74254,0.40813,1.11526,0.000786824,0.000786824,0.000786824
162,4050.62,0.51996,0.34407,0.94722,0.95899,0.82904,0.90169,0.75526,0.73325,0.4681,1.07135,0.000781323,0.000781323,0.000781323
163,4075.38,0.5211,0.34012,0.95624,0.89191,0.88299,0.91109,0.76346,0.75119,0.44964,1.09735,0.000775822,0.000775822,0.000775822
164,4100.21,0.50135,0.33959,0.94016,0.90589,0.86127,0.91239,0.75875,0.75708,0.46243,1.10239,0.000770321,0.000770321,0.000770321
165,4125.24,0.51687,0.33537,0.95265,0.90064,0.85968,0.9166,0.77194,0.74073,0.46094,1.09012,0.00076482,0.00076482,0.00076482
166,4150.14,0.49546,0.32833,0.93625,0.93619,0.84656,0.92275,0.77569,0.71183,0.4481,1.06489,0.000759318,0.000759318,0.000759318
167,4175.41,0.51443,0.33856,0.94495,0.8968,0.85312,0.90388,0.76325,0.73139,0.49923,1.08817,0.000753817,0.000753817,0.000753817
168,4200.35,0.51273,0.33343,0.95211,0.9141,0.83141,0.89683,0.75269,0.73424,0.46575,1.10802,0.000748316,0.000748316,0.000748316
169,4225.35,0.50173,0.33669,0.94561,0.93676,0.85852,0.90939,0.76023,0.75177,0.44682,1.10547,0.000742815,0.000742815,0.000742815
170,4249.75,0.49799,0.33022,0.94371,0.91541,0.87684,0.91141,0.76752,0.73175,0.43859,1.10577,0.000737314,0.000737314,0.000737314
171,4274.94,0.50548,0.33449,0.94183,0.86772,0.8799,0.91557,0.76774,0.74178,0.45726,1.11469,0.000731813,0.000731813,0.000731813
172,4300.23,0.49034,0.33771,0.93703,0.92431,0.84278,0.91377,0.77541,0.75292,0.45599,1.13599,0.000726312,0.000726312,0.000726312
173,4325.61,0.50996,0.34842,0.93915,0.94148,0.85119,0.90447,0.76084,0.73922,0.44013,1.11029,0.000720811,0.000720811,0.000720811
174,4350.39,0.49993,0.33983,0.9434,0.88836,0.90449,0.92571,0.77708,0.71662,0.43061,1.07265,0.00071531,0.00071531,0.00071531
175,4375.45,0.49163,0.33007,0.93835,0.95237,0.8598,0.92403,0.78367,0.71389,0.44855,1.07555,0.000709809,0.000709809,0.000709809
176,4400.13,0.482,0.31919,0.93714,0.92994,0.84959,0.91612,0.77076,0.6891,0.50301,1.06032,0.000704307,0.000704307,0.000704307
177,4424.8,0.48233,0.33424,0.93878,0.93409,0.84459,0.92766,0.76994,0.71157,0.46358,1.05141,0.000698806,0.000698806,0.000698806
178,4450.27,0.47611,0.32314,0.93529,0.94391,0.85292,0.92324,0.75964,0.70116,0.46198,1.03874,0.000693305,0.000693305,0.000693305
179,4475.92,0.48695,0.33031,0.93288,0.90809,0.87775,0.90762,0.76208,0.72539,0.46915,1.07537,0.000687804,0.000687804,0.000687804
180,4501.14,0.48795,0.32228,0.93815,0.89279,0.8592,0.88921,0.74309,0.74479,0.5089,1.0963,0.000682303,0.000682303,0.000682303
181,4526.35,0.46376,0.31563,0.93314,0.90234,0.86438,0.89755,0.75726,0.70071,0.44488,1.09864,0.000676802,0.000676802,0.000676802
182,4551.94,0.4808,0.31576,0.9348,0.9137,0.84869,0.91215,0.75874,0.72055,0.45614,1.10992,0.000671301,0.000671301,0.000671301
183,4577.37,0.46793,0.32582,0.93433,0.92963,0.83997,0.88923,0.74473,0.73464,0.45983,1.1255,0.0006658,0.0006658,0.0006658
184,4603.37,0.47877,0.31781,0.9312,0.90955,0.86875,0.9058,0.7601,0.7321,0.43862,1.12501,0.000660299,0.000660299,0.000660299
