epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,4239.11,0.52923,0.34685,0.9539,0.92041,0.8489,0.91492,0.7731,0.71901,0.50137,1.06888,0.000682303,0.000682303,0.000682303
181,4262.89,0.50764,0.34011,0.94776,0.93964,0.84866,0.91749,0.7741,0.70745,0.4794,1.07206,0.000676802,0.000676802,0.000676802
182,4286.28,0.52573,0.34357,0.94957,0.90806,0.8592,0.91726,0.77247,0.68418,0.46965,1.05642,0.000671301,0.000671301,0.000671301
183,4309.51,0.52082,0.34826,0.95076,0.92611,0.86813,0.91535,0.76909,0.68184,0.4932,1.03497,0.0006658,0.0006658,0.0006658
184,4333.29,0.52907,0.35104,0.94653,0.91669,0.84922,0.92318,0.77959,0.66862,0.46915,1.01921,0.000660299,0.000660299,0.000660299
185,4356.9,0.51803,0.33841,0.95126,0.92203,0.88246,0.91939,0.77759,0.66576,0.46907,1.01426,0.000654798,0.000654798,0.000654798
186,4380.62,0.50122,0.32215,0.94182,0.90849,0.81766,0.90064,0.76638,0.67458,0.5099,1.02051,0.000649297,0.000649297,0.000649297
187,4403.64,0.50253,0.32644,0.94925,0.94296,0.83929,0.92561,0.7916,0.64718,0.49005,1.009,0.000643795,0.000643795,0.000643795
188,4426.78,0.51873,0.33821,0.948,0.91742,0.88411,0.92081,0.77501,0.69753,0.50907,1.05573,0.000638294,0.000638294,0.000638294
189,4449.89,0.52309,0.34728,0.9507,0.91813,0.85828,0.91174,0.77201,0.70557,0.45728,1.08551,0.000632793,0.000632793,0.000632793
190,4473.56,0.52834,0.3448,0.95463,0.89765,0.83104,0.91505,0.76254,0.71225,0.5037,1.05607,0.000627292,0.000627292,0.000627292
191,4497.28,0.50781,0.33469,0.94396,0.92918,0.86813,0.91472,0.77043,0.72147,0.4943,1.06016,0.000621791,0.000621791,0.000621791
192,4521.24,0.51885,0.34437,0.93398,0.93978,0.83648,0.90151,0.76246,0.7182,0.49091,1.07259,0.00061629,0.00061629,0.00061629
193,4544.47,0.48953,0.34056,0.9389,0.94212,0.83592,0.89506,0.75894,0.71676,0.52618,1.08385,0.000610789,0.000610789,0.000610789
194,4568.1,0.49189,0.31606,0.94757,0.92235,0.84821,0.90499,0.77523,0.67939,0.46685,1.04353,0.000605288,0.000605288,0.000605288
195,4591.63,0.5118,0.33571,0.94509,0.92052,0.83833,0.92444,0.78532,0.68815,0.45358,1.04198,0.000599787,0.000599787,0.000599787
196,4615.54,0.51122,0.33482,0.94972,0.90922,0.87775,0.90514,0.76274,0.72003,0.49305,1.05966,0.000594286,0.000594286,0.000594286
197,4639.1,0.51276,0.34015,0.94108,0.91633,0.85775,0.91622,0.77861,0.71852,0.47918,1.06976,0.000588784,0.000588784,0.000588784
198,4662.23,0.49661,0.32826,0.94714,0.89078,0.86675,0.91215,0.76677,0.71597,0.47932,1.07245,0.000583283,0.000583283,0.000583283
199,4685.32,0.50888,0.34133,0.95391,0.90677,0.88668,0.91348,0.76505,0.72975,0.48622,1.08483,0.000577782,0.000577782,0.000577782
200,4709.36,0.50964,0.3344,0.94558,0.90024,0.84588,0.90748,0.76478,0.70396,0.4917,1.06005,0.000572281,0.000572281,0.000572281
201,4732.9,0.50835,0.34833,0.94343,0.94647,0.81113,0.9056,0.763,0.7134,0.52736,1.06784,0.00056678,0.00056678,0.00056678
202,4756.52,0.49262,0.32897,0.94258,0.94075,0.82967,0.90858,0.76729,0.74504,0.50795,1.08902,0.000561279,0.000561279,0.000561279
203,4780.24,0.49719,0.33169,0.93949,0.94362,0.86813,0.90829,0.76624,0.71568,0.46967,1.06356,0.000555778,0.000555778,0.000555778
204,4804.22,0.5017,0.33621,0.94336,0.94695,0.84213,0.9109,0.76628,0.71865,0.50072,1.08056,0.000550277,0.000550277,0.000550277
205,4827.49,0.49837,0.33382,0.93641,0.91946,0.85498,0.90833,0.76056,0.72132,0.49161,1.08581,0.000544776,0.000544776,0.000544776
206,4850.91,0.51643,0.32954,0.94249,0.9268,0.85852,0.91848,0.76951,0.70416,0.47403,1.06688,0.000539275,0.000539275,0.000539275
207,4874.3,0.49624,0.33133,0.9394,0.93243,0.84273,0.90929,0.75675,0.72788,0.53251,1.07002,0.000533773,0.000533773,0.000533773
208,4897.78,0.48225,0.32539,0.93464,0.92459,0.82733,0.90102,0.75479,0.74591,0.5196,1.09621,0.000528272,0.000528272,0.000528272
209,4921.65,0.48591,0.32436,0.93976,0.93175,0.86813,0.9106,0.76215,0.73866,0.47445,1.08036,0.000522771,0.000522771,0.000522771
210,4945.73,0.46459,0.31548,0.93827,0.92512,0.83885,0.89262,0.75172,0.73963,0.50938,1.07436,0.00051727,0.00051727,0.00051727
211,4969.29,0.47477,0.3168,0.92585,0.88878,0.8684,0.90928,0.7671,0.73962,0.48077,1.08666,0.000511769,0.000511769,0.000511769
212,4993.06,0.48083,0.32666,0.92808,0.91736,0.84347,0.90751,0.76185,0.74992,0.48737,1.09632,0.000506268,0.000506268,0.000506268
213,5016.79,0.48224,0.3232,0.93322,0.91506,0.85852,0.90385,0.74985,0.7509,0.4775,1.08776,0.000500767,0.000500767,0.000500767
214,5040.29,0.47721,0.3336,0.93018,0.92193,0.85783,0.90851,0.75886,0.74254,0.45975,1.088,0.000495266,0.000495266,0.000495266
215,5063.6,0.47546,0.32186,0.93401,0.9161,0.85852,0.90287,0.76172,0.71781,0.46551,1.07018,0.000489765,0.000489765,0.000489765
216,5087.4,0.46844,0.30786,0.9303,0.9369,0.85698,0.90815,0.76704,0.71929,0.47836,1.07272,0.000484263,0.000484263,0.000484263
217,5110.71,0.4753,0.32452,0.94057,0.90186,0.87706,0.92308,0.76163,0.73061,0.47172,1.07991,0.000478762,0.000478762,0.000478762
218,5134.25,0.48366,0.31579,0.93135,0.89579,0.87344,0.91665,0.76912,0.7332,0.48183,1.08727,0.000473261,0.000473261,0.000473261
219,5157.88,0.4721,0.31631,0.93058,0.93464,0.85669,0.90832,0.76536,0.73121,0.47202,1.08855,0.00046776,0.00046776,0.00046776
220,5181.15,0.48216,0.31593,0.93652,0.92874,0.8489,0.91736,0.76596,0.71768,0.47886,1.06292,0.000462259,0.000462259,0.000462259
221,5204.66,0.4595,0.30739,0.93598,0.92683,0.86468,0.90173,0.75514,0.74062,0.48463,1.10376,0.000456758,0.000456758,0.000456758
222,5228.13,0.45583,0.30906,0.92899,0.90433,0.88461,0.90931,0.75447,0.76137,0.46677,1.10694,0.000451257,0.000451257,0.000451257
223,5251.56,0.45663,0.30886,0.93115,0.92547,0.84501,0.90792,0.75992,0.7228,0.46158,1.07618,0.000445756,0.000445756,0.000445756
224,5274.9,0.46064,0.30451,0.92667,0.87796,0.87272,0.90687,0.76441,0.72158,0.49548,1.06311,0.000440255,0.000440255,0.000440255
225,5298.87,0.46862,0.31734,0.92767,0.8848,0.89629,0.90598,0.76361,0.72782,0.51089,1.07459,0.000434754,0.000434754,0.000434754
226,5322.77,0.45902,0.30461,0.92167,0.9219,0.8628,0.89357,0.75499,0.72723,0.55593,1.07653,0.000429253,0.000429253,0.000429253
227,5346.05,0.46129,0.31696,0.92803,0.91313,0.83836,0.90376,0.76864,0.72825,0.51851,1.0796,0.000423751,0.000423751,0.000423751
228,5369.15,0.47149,0.31375,0.92341,0.87856,0.89629,0.92125,0.77324,0.73689,0.48939,1.0755,0.00041825,0.00041825,0.00041825
229,5392.55,0.47458,0.31508,0.9274,0.90992,0.8489,0.9136,0.77342,0.73348,0.49706,1.07459,0.000412749,0.000412749,0.000412749
230,5416,0.45281,0.30574,0.93263,0.8983,0.86813,0.91185,0.76481,0.73427,0.50704,1.07716,0.000407248,0.000407248,0.000407248
231,5439,0.45623,0.30418,0.93482,0.91615,0.86649,0.91143,0.76887,0.70352,0.52903,1.0408,0.000401747,0.000401747,0.000401747
232,5462.58,0.46336,0.30714,0.92378,0.91908,0.84959,0.90965,0.76409,0.72345,0.51,1.05378,0.000396246,0.000396246,0.000396246
233,5486.28,0.46219,0.31755,0.9372,0.93146,0.8489,0.90333,0.76238,0.71893,0.51223,1.06602,0.000390745,0.000390745,0.000390745
234,5510.08,0.46038,0.30637,0.91679,0.89062,0.84327,0.9022,0.76385,0.71537,0.5349,1.05592,0.000385244,0.000385244,0.000385244
235,5533.76,0.4517,0.30134,0.92187,0.90337,0.85727,0.90256,0.76688,0.72072,0.53772,1.06949,0.000379743,0.000379743,0.000379743
236,5557.1,0.45338,0.29883,0.92402,0.9337,0.83997,0.90512,0.76843,0.73857,0.5098,1.0907,0.000374242,0.000374242,0.000374242
237,5580.25,0.4566,0.30245,0.92568,0.89635,0.8592,0.90469,0.7642,0.73319,0.50048,1.08871,0.00036874,0.00036874,0.00036874
238,5603.5,0.43725,0.29281,0.92713,0.93892,0.84521,0.91393,0.78194,0.71993,0.46566,1.07275,0.000363239,0.000363239,0.000363239
239,5627.54,0.44821,0.30524,0.91854,0.95047,0.83826,0.91795,0.78028,0.72331,0.47319,1.06364,0.000357738,0.000357738,0.000357738
240,5651.46,0.4525,0.30189,0.92189,0.94831,0.82967,0.9148,0.77303,0.71779,0.49415,1.07232,0.000352237,0.000352237,0.000352237
241,5675.19,0.44451,0.29294,0.91892,0.93619,0.82967,0.92734,0.77924,0.69512,0.49347,1.04219,0.000346736,0.000346736,0.000346736
242,5698.84,0.45796,0.30189,0.92617,0.92997,0.86813,0.92831,0.78051,0.6903,0.47682,1.02796,0.000341235,0.000341235,0.000341235
243,5722.59,0.4557,0.3009,0.91893,0.92364,0.87219,0.92679,0.77644,0.69506,0.47647,1.02928,0.000335734,0.000335734,0.000335734
244,5746.32,0.45487,0.30449,0.92192,0.95134,0.84063,0.92056,0.77313,0.70097,0.4994,1.0443,0.000330233,0.000330233,0.000330233
245,5769.46,0.44851,0.30024,0.92875,0.88925,0.88736,0.92155,0.77352,0.7067,0.48552,1.05588,0.000324732,0.000324732,0.000324732
246,5793.08,0.43417,0.29367,0.92149,0.91349,0.85503,0.91302,0.76626,0.71292,0.50725,1.06079,0.000319231,0.000319231,0.000319231
247,5816.51,0.44732,0.29367,0.92108,0.93657,0.83104,0.90773,0.75812,0.70643,0.51069,1.05947,0.000313729,0.000313729,0.000313729
